"Address","Title 1","H1-1","H1-1 Length","H2-1","H2-1 Length","Word Count","Indexability","Indexability Status"
"https://vouch-mobile-site-fz5pc.kinsta.page/faq/","Frequently Asked Questions | Vouch Mobile","How can we help?","16","Plans & Pricing","15","567","Non-Indexable","Canonicalised"
