"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://vouch-mobile-site-fz5pc.kinsta.page/learn//","text/html","200","OK","Non-Indexable","Canonicalised","8d0eedf2d54a7a88f79a403f941013fe","51","https://vouchmobile.com/learn/","https://vouch-mobile-site-fz5pc.kinsta.page/learn//"
